2000,10000
883921118395,575871,16,13,847
678112569359,405497,90,18,208
39978004130,117059,45,25,327
85214061504,293263,60,19,171
48685918517,168310,92,2,373
11110713513,6295,68,17,630
94100000411,312332,8,20,608
43000978252,148076,9,16,161
645947101634,386585,96,22,530
877447000036,569984,50,14,443
93597249891,311075,3,7,233
721874003965,443506,46,12,350
836622360013,540157,25,22,436
71053001047,208319,3,24,807
311917035086,343922,74,7,349
25962006815,63073,64,2,222
715486072006,431097,63,17,346
21078021551,41463,47,20,862
799210375021,513713,9,19,450
51500025383,180803,8,22,859
46936000462,161851,98,13,239
75778069764,251139,81,18,708
16000434721,25790,15,16,482
658010113755,393997,11,2,241
73170468000,229257,19,14,267
47181231021,162286,6,11,710
89819008728,304490,91,23,733
789416410114,506021,97,13,333
751063396127,477102,97,8,218
709967006802,426523,58,11,489
839407003723,542036,18,21,935
300093779099,330794,71,16,346
96018122711,317320,28,3,721
43000004906,146635,34,1,756
767332102986,490834,89,4,271
884904433641,577832,70,19,995
48526098880,168110,12,13,394
72310000957,222450,29,21,481
36725733442,103551,53,3,523
21130088201,42963,11,8,545
813370010063,525644,90,5,270
679602210829,406066,43,7,579
74170316209,237221,37,12,71
843095016842,545534,95,8,216
30000055502,78786,37,15,43
25500005331,61920,89,10,477
37724720099,111038,28,11,338
10300848172,1695,93,24,367
800897115807,514591,83,1,958
891373002414,582787,56,24,303
92961020166,310362,39,3,173
772398220697,491887,79,19,354
312843059603,347504,30,9,29
737052191294,459977,66,5,64
791083007252,507659,85,20,357
738435430221,462037,19,6,742
701220191164,421094,24,21,206
42421161359,145078,99,15,889
40000001119,117379,9,11,954
715583260016,431250,48,3,424
875188002401,568023,57,16,484
788169001891,504864,65,2,365
74170257274,236778,97,11,981
752556215963,477984,28,16,92
693749404026,417396,26,4,64
27131228417,67494,58,11,301
76351060505,254789,14,11,783
41331039239,133062,68,5,760
41376201271,134101,69,25,406
51000164179,179041,30,22,87
86279034410,296451,92,15,682
28400079983,75322,50,10,608
74170340389,237494,98,24,556
71169770028,209681,6,23,781
35939090204,100784,34,4,74
86800006312,297566,99,8,649
381519017346,355549,99,6,317
781669520565,496707,50,3,958
92437276509,309775,82,20,188
41548547886,137769,59,13,305
605592092091,362741,31,2,507
51721002606,181579,7,6,352
76150221015,252688,21,19,405
724575160005,445661,81,20,179
689423025991,414843,72,9,799
22000008169,48390,86,15,61
41043217857,120261,88,6,429
19200826525,33828,12,21,174
635992061106,380712,75,18,47
86947182634,298297,94,12,103
96316001060,317922,99,13,366
80686610038,284009,20,25,85
636874090405,381412,56,19,717
48121185206,166895,51,24,504
87535934130,299486,34,2,138
12239001475,14064,42,15,439
883038002495,574239,17,8,813
88657001144,302662,84,9,575
788521123322,505322,4,23,676
51000010261,178470,17,24,379
789785500263,506275,13,15,855
667245203421,399569,79,14,84
646563321383,387009,41,4,759
41670419501,141618,76,10,837
37000237211,106839,9,23,591
74469428132,240789,17,15,733
819529006246,531875,18,5,269
25583006010,62059,97,7,63
711947240373,428405,61,25,604
77890714898,267773,82,25,480
613008722111,370043,32,17,235
18214777250,30995,82,10,777
74170337419,237462,26,9,908
72392319190,223396,57,12,942
44500003710,153843,37,15,702
43917100609,150652,57,5,109
819529001432,531871,86,20,788
657641200391,393832,29,19,538
789741000059,506219,27,11,773
710524008900,427494,70,17,881
83926101006,290790,20,16,813
52100008455,182595,92,7,750
734492175617,456728,92,3,995
47400506367,163254,4,7,374
695866488248,418061,31,15,96
11110832535,7015,53,22,496
21130292226,43763,1,7,868
76280083552,253859,76,14,775
617928002094,373050,19,2,844
631257535276,377531,98,5,478
77802569707,263443,37,13,786
20714303655,37507,82,4,297
73911550506,233459,25,21,702
71464270407,214979,21,4,45
27084947465,67066,22,22,194
88395046414,302101,20,17,160
78354707708,271074,34,13,122
742933182025,467358,34,5,770
71314001502,213797,9,8,815
70194522039,198032,55,23,21
16000136106,24746,17,5,275
798716601405,513608,27,3,932
41520311252,136324,100,22,912
786559427269,501924,70,17,973
18000817825,30195,57,5,544
800897142780,515429,82,24,914
671863737893,402479,58,17,337
11261219087,10958,93,13,969
737052018201,459619,76,5,657
23363324040,55528,58,23,518
617928002025,373044,83,14,485
53796500391,187178,40,22,716
41190044894,123707,5,9,901
681427000837,407490,49,21,31
49000014273,168678,73,18,823
812102001256,523695,87,15,395
43192101056,148561,95,22,267
50000051786,173085,87,15,454
609132917080,365930,56,7,819
896181001024,588464,29,18,470
70970447815,207532,9,23,242
70942021036,207204,15,23,497
624834111222,375190,53,17,964
76545001314,256068,71,8,311
72868135019,226953,14,21,596
77802513007,263127,59,17,650
892857000384,584412,44,24,271
45893032011,158647,84,21,338
74469438599,240896,12,12,544
76606540561,256248,9,23,905
879807004210,572775,94,18,510
750049002434,475920,16,15,89
645951830032,386713,62,3,173
669558600256,400797,59,13,294
72151250108,221161,13,5,813
780743603545,495075,14,21,966
17000020174,27692,1,12,925
894113002125,586060,89,19,791
637293043171,381663,77,25,729
70164008136,197710,99,17,119
33674156797,90361,62,17,162
624777004124,375162,41,21,68
615908414844,372083,48,10,850
22700100521,52583,79,20,197
621683921354,374822,14,20,761
730516060143,451192,65,2,555
689076539876,414150,22,19,501
80672120084,283026,92,11,684
50428159576,176843,83,12,629
818575010498,531284,7,20,675
81864242164,287058,73,6,328
845793198349,549250,4,18,259
722355001005,444121,75,12,386
81227978679,285918,71,24,228
53136700061,186442,51,15,577
34000001149,92476,73,4,55
754807460351,480692,55,7,120
9312789801,855,84,4,611
75450019834,247407,70,13,473
77379014624,260680,3,22,932
48155906570,167156,2,17,362
731509137286,452670,95,7,187
651554000727,389624,67,4,389
638608931114,382944,90,9,967
740297010039,463570,39,9,507
797379006374,512618,74,16,213
883038002525,574242,27,24,292
28400007474,73939,97,22,106
48000700858,165486,8,11,698
729661118939,450434,70,21,440
750049002144,475914,28,14,117
43000031544,147107,86,22,588
311917071145,345302,90,6,640
873509014874,567124,62,8,338
885602818839,579282,75,3,729
41380110026,134259,88,21,711
87614113883,299668,100,17,710
812595003881,524488,94,9,367
48121320027,166994,84,8,969
300870301017,333958,4,25,963
628812516849,376848,8,16,636
688267016448,410863,67,11,662
306962824242,338158,21,24,843
845296024046,548681,20,17,397
74312473210,239720,12,22,897
72247433552,221846,30,18,622
41000006500,119882,1,10,453
885892181118,579830,15,17,663
878438042813,570846,44,18,526
11111662001,8579,75,25,803
52100157436,182939,50,14,133
311917126319,346792,86,17,426
98691220159,324427,43,1,257
855092002018,558263,31,1,722
381519021978,355635,25,18,702
99555156485,325238,90,8,799
75707097356,250616,16,22,97
48694015047,168349,80,10,490
99198972206,324830,3,7,550
351079670053,350165,49,16,803
19519701469,34150,35,8,105
859423003019,563339,33,19,961
21078001744,40082,71,10,259
15794075301,23912,47,14,877
811369001931,522046,23,5,123
97467468955,321937,31,3,118
689304055345,414718,5,23,504
311917095363,346242,77,21,925
73390013936,230527,29,24,974
34584485403,96684,50,9,171
50428134320,176168,85,11,183
717510008852,436788,83,2,504
300870191410,333937,53,17,727
659078125001,395076,98,8,124
46600000774,160944,100,15,568
27434013017,69258,61,4,287
300672603425,333070,27,12,137
41250662044,127782,99,23,347
18400313675,31541,59,10,142
15561209540,22838,18,23,700
94000497335,312118,48,23,812
79400405937,277042,78,3,970
47701000502,164724,77,11,473
72655460034,225191,30,4,757
897085000120,589450,30,21,113
37000370291,107789,9,13,488
604503033154,361986,86,9,958
91000001050,308149,65,5,138
741655007357,464963,56,5,182
717108112053,435277,14,20,532
74410745226,240497,32,3,683
77326820032,260532,71,10,665
43000029848,147091,3,17,831
688267057519,411897,88,25,988
99555088021,325157,97,11,810
738337060113,461867,87,20,530
71998127628,219498,35,24,711
41331031653,132895,87,23,407
84380954948,291586,92,18,203
79068000765,274552,84,4,516
17082112156,28394,42,10,124
73911019133,233262,67,9,200
21130791866,45135,79,21,919
72534228304,224194,37,23,76
745129159344,469964,65,8,387
99600500065,325478,98,21,159
709777183649,426471,99,6,211
32031457799,86249,31,9,690
23254658025,54880,85,24,876
36800083424,103890,93,23,507
18200049880,30808,68,15,104
80100005945,281334,50,13,312
77890216170,266107,19,5,75
75741099095,251030,89,21,686
41554247718,138541,2,24,56
603084240135,358774,77,1,136
99643000034,325513,67,7,463
71249136591,212028,67,9,829
78742373867,273333,44,8,158
41800208500,143092,66,4,441
41190013784,122718,43,5,610
31500005400,84151,27,13,272
750853073811,476638,34,22,235
71249018866,210274,1,16,134
688267074707,412571,3,12,93
633843500101,379099,66,15,777
705105220291,423021,5,16,629
40000344902,118124,43,8,862
300450649362,332231,34,5,850
729238101777,449978,26,20,333
74170372366,237890,74,19,676
852208002177,554780,83,18,777
603573402044,359457,53,17,788
800443122082,514227,7,15,448
41224823648,126970,93,10,701
653619105835,391680,4,6,654
28400078726,75282,43,25,64
70253266553,199234,90,9,189
742797710006,467312,27,21,20
884389103800,576569,46,18,865
71673036351,216909,81,20,200
765515001873,489262,34,4,746
70560872805,202669,66,13,539
80100006836,281348,52,3,873
72290000008,222410,98,17,457
883488002595,575134,59,6,39
71567989459,215913,41,24,931
59003265572,189853,55,21,420
736150060020,458296,72,15,770
759609001115,484620,19,11,764
41224718326,126796,75,11,274
731346018427,452248,7,6,634
894113002217,586065,100,5,626
310539007013,342731,1,8,893
790011290537,506826,73,11,78
41270818049,130984,90,15,196
41100805867,120759,26,24,141
52557470454,184210,83,11,989
810347512346,520495,20,24,966
75562064241,249570,95,23,438
41554644289,139999,68,6,508
878575007157,571010,64,24,817
302190308165,335703,4,2,66
44406010553,153766,55,17,350
34000718207,94209,71,25,730
364031020032,352101,67,4,176
75063011614,244851,59,14,108
77890158425,265499,10,25,591
723412510959,444732,68,21,953
850933003506,552909,85,12,320
10700115171,2395,46,24,369
94329631014,312780,75,20,935
70018000903,195657,90,4,239
75545012139,249551,65,18,279
89094021917,303411,76,16,134
715925809613,431741,84,24,299
741655407201,465761,83,17,127
786559420802,501838,25,4,542
46872060780,161745,87,19,395
11110044730,4944,80,17,938
716170084299,432240,25,19,685
41660006919,141429,60,2,96
879674007147,572524,72,21,879
764717832209,488561,86,3,898
15000073503,21403,60,5,389
721605000782,443292,52,22,71
76840100729,257403,70,23,953
31604012816,84434,5,7,657
41380805649,134364,83,18,957
733739033277,455435,88,2,614
306962859244,338163,25,19,605
604262002088,361864,28,14,356
723503236362,444838,88,15,274
86788555901,297353,46,21,36
94922492845,315177,82,17,358
87692841005,299934,74,5,677
65300076162,192936,40,24,599
884486002235,577095,96,16,216
309977880876,341493,61,13,921
852412018865,555095,97,15,337
48685559987,168291,95,19,119
98132165858,323328,48,4,875
309974942720,340392,20,1,297
89826901180,304637,23,19,442
85347047659,293626,95,13,702
41190020331,122854,85,8,815
37000278108,107095,86,14,802
307130118125,338218,75,6,632
41633061457,141222,3,15,724
10878010148,3022,99,12,317
743715005440,468022,45,6,963
22000000927,48301,22,23,569
94922761606,315471,43,16,891
44386030541,153267,73,6,175
38718062478,114242,34,10,121
815899010128,528964,62,12,482
50000429547,173434,55,21,982
12300000147,14167,56,2,172
76114308509,252357,88,17,634
632432963037,378510,20,3,731
71700449826,217252,70,7,713
40595611304,119175,12,14,102
22548142240,50896,43,13,958
874630000262,567737,96,19,285
36800080591,103858,69,8,150
688267030857,411210,69,19,852
77890334126,266680,2,14,558
741655243045,465344,96,21,302
666519220102,399303,1,3,720
632432911809,378503,24,25,537
305730171304,337441,15,12,724
47900101109,165135,32,11,676
28400093095,75599,21,17,112
716770055705,434522,85,14,907
