10000,50000
847891010264,551345,34,19,77
820769003940,532426,15,5,705
63730573817,191795,12,18,88
41554670103,140253,75,18,615
879666004024,572463,24,23,702
41520314000,136415,47,21,383
42100008982,144055,50,12,807
12748695028,15686,16,16,75
840412800412,542563,67,17,188
836583006296,540003,62,24,395
844477001562,547601,99,20,679
41190750368,125415,18,11,459
728633131112,449486,17,17,707
716170022208,431936,58,7,245
48503177560,167904,75,21,387
834532000050,538202,22,21,991
78347750476,270889,48,22,545
52569129814,184275,96,17,151
15883160048,24193,9,19,781
21130079063,42869,57,15,782
98132126422,323203,94,19,457
25500068176,61962,78,15,573
74092033079,234599,89,2,346
74560002231,241528,42,1,412
72945601321,227680,55,13,321
26664312099,64580,76,17,110
311917091020,346042,1,21,492
892241000761,583726,3,22,633
672898426004,403121,58,19,734
653195008889,390657,87,20,800
73651180049,232470,77,21,74
820213033059,532074,48,9,789
311917078472,345589,62,8,753
878931006107,571296,79,6,85
35664108427,99386,47,10,328
745129160692,470038,45,10,798
41250031970,127311,60,22,820
305730169110,337425,85,6,696
784369167153,499545,23,11,397
41190035533,123219,60,14,853
622356521369,374978,97,8,767
754807010044,480000,8,16,309
300950089217,334650,78,6,296
74676542119,242351,11,12,178
610074044772,367737,74,20,312
834136000692,537856,96,4,508
79400006219,276298,15,8,253
23882830145,56902,97,14,360
74108087201,234769,73,9,154
688267069109,412273,32,17,362
72714036507,225846,26,14,71
885587278529,578980,68,23,610
793661096016,510385,45,21,323
765155507964,489065,31,13,289
84783891048,292256,70,4,411
50100406714,174155,85,14,663
884088197407,576174,61,7,855
28000008208,71639,65,25,683
74108002440,234654,58,9,634
744473440313,469227,98,24,217
763189215374,486875,87,13,567
840655063063,542970,43,6,270
773602020447,492183,2,3,253
79893000459,279612,68,25,224
840655081371,543115,7,3,805
22899456065,53823,83,19,361
49022276864,170212,11,5,644
43000005040,146642,71,18,597
689076635752,414200,63,17,89
21078009733,40699,32,17,913
97012539963,318841,88,13,393
74312005626,239053,57,3,626
859613648785,563563,67,5,144
36923281011,104975,17,10,744
799613111127,513923,71,21,240
311917056876,344859,42,3,352
21078012207,40835,85,17,615
47701009109,164796,63,2,302
665479070307,398347,35,15,80
99967212854,325851,25,14,802
15794058014,23807,86,8,414
41143075500,121270,90,16,183
78742043050,272379,63,1,487
780994652071,496153,79,13,815
13886030207,18290,85,8,492
894991001272,586963,72,25,524
21547080232,46701,36,18,359
785562990630,500593,56,4,462
883655106163,575296,28,16,174
311917104744,346506,65,1,48
666142886300,398720,4,5,510
818870009531,531624,20,19,54
71249210581,212844,15,3,845
76280043549,253609,53,3,999
48155903319,167141,35,9,486
49022313279,170404,93,24,656
659000406055,395042,28,22,787
79625012705,278533,85,19,929
658101000247,394138,95,25,516
44700012017,154575,97,10,35
189708020142,329769,8,12,708
15000074005,21431,36,6,36
94000441499,312007,46,12,564
381370015604,353557,69,8,454
22548230947,51040,72,21,720
41280003923,131261,100,12,333
827505112348,534174,83,21,610
852999002028,555767,77,23,701
99600202426,325468,36,11,647
309979473052,342030,86,7,645
54355525121,187692,96,5,444
70617001578,203167,63,14,82
853447001068,556288,77,16,467
809161139105,519389,92,4,545
41260333743,128543,76,7,366
722515403656,444308,52,21,93
604079071888,361247,32,14,993
51141903781,180021,17,1,676
606274315217,363094,8,10,335
354973752122,350874,69,8,65
10939095336,3294,97,12,817
70470426266,202132,20,8,690
603680946691,359508,59,16,86
878941000805,571369,8,17,532
72140005764,220703,42,16,955
97467049246,321499,85,21,87
48107013233,166420,90,13,707
726087791852,446598,63,12,730
22548103968,50806,15,9,435
621498422367,374804,29,7,896
35664153892,99796,16,4,849
43000037904,147152,16,11,161
728177002008,448998,82,1,570
70135267111,197516,10,10,874
10995008714,4601,74,24,326
852651003790,555363,38,7,223
633012800001,378843,53,8,979
75450001297,247134,8,16,647
822383138701,532792,63,20,604
742392880081,466939,27,17,526
11110570253,5841,61,5,420
687795742010,410123,66,8,980
36383061406,102744,92,14,829
300780476416,333609,17,14,294
665788795137,398563,19,5,236
827505016028,534051,52,25,444
77817157005,264208,51,21,402
70200581593,198323,92,20,790
47400244962,163051,57,12,737
608866254256,365066,3,6,651
73504611003,231700,55,8,847
794535010084,511255,80,11,666
95866153601,316750,26,2,555
34575857370,96589,2,7,803
784185841558,499458,14,24,249
852634000228,555342,57,16,751
32601049003,87008,35,24,53
35742812130,100549,48,12,222
696770010051,418748,82,5,494
71840223119,218219,24,16,572
761657904133,485824,93,4,307
72437094020,223792,22,25,205
887988517047,581029,44,20,687
10159910013,1211,23,23,525
754807479452,480804,64,18,279
80672404085,283517,69,9,801
75595052352,249688,32,23,289
847321005020,551000,97,20,701
827505122446,534391,21,9,909
743877050043,468706,50,17,991
25400042030,61720,19,24,979
851718000338,553819,62,19,158
82242297530,288043,23,2,910
665768000084,398548,67,15,748
87052129644,298497,95,4,507
45663250003,158042,3,25,701
311917075372,345485,28,16,904
22796811400,53235,19,19,260
895466001292,587658,94,2,250
853676000191,556669,88,4,919
12547639650,15261,45,6,222
74220009327,238566,50,10,951
811766012998,522779,33,5,995
641628002641,384617,60,20,130
856042000252,559349,42,9,647
10939350336,3720,41,11,717
812087011707,523466,87,22,230
32884169320,88337,91,1,299
51000195326,179182,66,15,348
696737020482,418720,80,11,412
798936839978,513656,51,10,359
75140000647,245300,43,18,214
65300026013,192917,18,15,303
802842323138,516614,49,20,123
78675064016,272077,11,13,56
77652083514,261902,17,3,507
71859946658,218699,69,11,928
840655019176,542812,67,13,925
628586654242,376705,87,8,506
50428090893,175404,72,17,124
719265527688,438940,38,23,337
749856410129,475563,30,21,642
71249600092,213299,56,6,996
70404000067,201312,64,10,701
81738303038,286829,30,16,631
827505102400,534126,11,25,473
717489831017,435921,99,12,972
22548239827,51059,4,7,603
41224711761,126725,74,8,431
799512012044,513866,91,4,408
28400044837,74611,39,7,563
53702009390,187125,15,7,943
72180630445,221377,81,22,249
41100018564,120601,94,11,145
30684114731,81139,51,13,893
75486087432,249369,15,22,178
47677104310,164630,94,19,585
23700018786,56704,31,22,811
705016102259,422561,29,16,34
717854305525,437307,41,13,561
880768142149,573204,7,22,995
688267007842,410611,37,8,82
45893075964,158732,73,16,84
70018851178,196012,50,20,630
658764000066,394944,61,2,699
766897564925,490447,51,16,273
777779371845,493402,16,16,228
27825901107,71324,47,13,937
783320941030,499166,17,4,989
85798099429,294555,45,15,535
84213000729,291163,81,23,57
672710013054,402826,45,4,611
73504613113,231710,48,24,647
791241500144,508018,71,4,463
16000314221,25476,53,5,148
791083205078,507682,39,5,242
749174097132,474985,2,16,127
747930005841,473784,4,18,797
16500546054,27150,52,17,90
17082002136,28329,38,12,484
705105190211,423017,91,23,593
